@relation 'about128s-weka.filters.unsupervised.attribute.Remove-R7,9-11-weka.filters.unsupervised.attribute.NumericToNominal-R7'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
536929,2.03245,1.254809,0.744677,0.342217,0.103142,3
263750,3.46037,2.657605,1.755698,0.995352,0.099554,3
769225,1.499375,0.978232,0.468261,0.249507,0.042844,3
2186577,0.496647,0.337413,0.168465,0.121741,0.013677,3
1752013,0.685607,0.330344,0.195915,0.088092,0.038612,3
25378,5.468503,5.421133,3.823274,2.678088,1.881383,1
20500,7.868771,5.561861,3.926346,2.756474,1.880931,1
57713,3.831092,2.653233,1.802837,1.039472,0.625566,1
69137,3.51459,2.659587,2.111539,0.966445,0.823575,1
43012,5.521961,3.868812,2.677056,1.782876,0.979042,1
204272,2.35217,1.512225,1.071465,0.607194,0.423277,2
562889,0.705008,0.616347,0.414579,0.337998,0.192156,3
259231,1.354535,1.176646,0.949161,0.580385,0.123565,3
789671,0.413125,0.329197,0.229949,0.116421,0.082495,3
2140305,0.848835,0.236977,0.14354,0.115362,0.080466,3
1735096,0.967721,0.446536,0.231437,0.10907,0.021351,3
24747,7.869054,5.562031,3.926451,2.756537,1.880668,1
31513,7.868963,5.561985,3.926433,2.756523,1.880848,1
57809,3.852203,2.67717,1.770988,1.249878,0.60442,1
68977,4.50949,3.131698,2.41796,1.308968,0.831132,1
9,3.986087,2.748737,1.795055,1.333333,0.745356,1
204174,2.683475,1.709645,1.065524,0.607078,0.423176,2
537055,1.56545,1.135531,0.611822,0.248952,0.103049,3
263851,2.26766,1.828545,1.349466,0.995312,0.099649,3
768227,1.75013,1.168491,0.534892,0.312523,0.13552,3
2165773,0.759013,0.422761,0.244997,0.145384,0.032623,3
1671696,0.999793,0.440674,0.267681,0.132465,0.036622,3
14,3.380617,2.070197,1.336306,0.707107,0.46291,1
57761,4.13007,2.85344,1.907905,1.572991,0.808599,1
69161,2.960203,2.659895,1.85094,1.297026,0.823863,1
37080,5.443638,3.812006,2.897615,1.959178,1.289343,1
204244,2.613347,1.906629,1.131481,0.607123,0.422993,2
537026,2.134147,1.337844,0.788321,0.361194,0.103069,3
257127,2.810705,1.868033,1.749637,0.989589,0.087752,3
829883,1.731456,1.165578,0.512345,0.246004,0.071982,3
2184100,0.797858,0.440789,0.253166,0.091725,0.048166,3
1675104,0.968122,0.39906,0.263398,0.119115,0.095364,3
24744,7.870019,5.562721,3.926952,2.756895,1.880911,1
58336,5.543347,3.88432,2.688636,1.792156,0.988916,1
57738,4.094932,2.827588,1.88791,1.13434,0.625818,1
69075,3.864448,2.657672,1.441432,0.976221,0.831353,1
32667,6.394458,4.500004,3.145759,2.154216,1.346008,1
211730,2.720069,1.766914,1.262196,0.614764,0.405449,2
537026,1.525129,1.132175,0.516344,0.188945,0.102852,3
269817,2.243821,2.104792,1.723702,1.001724,0.139584,3
746019,0.913872,0.677903,0.376988,0.298242,0.269409,3
2473383,0.757611,0.477396,0.393855,0.360892,0.306054,3
1730234,0.962363,0.409894,0.268744,0.112758,0.054345,3
24741,7.870989,5.563418,3.927463,2.757678,1.881584,1
54448,4.427461,3.165572,2.717686,1.815491,1.013554,1
57713,3.295448,2.234657,1.778808,1.017043,0.679892,1
117528,2.993093,1.935989,1.227517,0.836448,0.152241,1
7,4.309458,2.976095,1.963961,1.133893,0.845154,1
176882,2.872862,2.10619,1.41105,0.724042,0.252843,2
654903,0.91323,0.820858,0.545019,0.346896,0.263241,3
269837,2.125634,2.037442,1.609479,1.001603,0.139299,3
2061286,0.450937,0.222999,0.188578,0.150272,0.107854,3
1948967,0.413614,0.347118,0.178911,0.165412,0.150884,3
28450,4.90386,3.419606,3.423418,2.370291,1.881629,1
12,3.851407,2.020726,1.354006,0.816497,0.57735,1
57713,4.128995,3.214845,2.184763,1.377093,0.808914,1
69211,3.437247,2.659488,1.851083,1.297037,0.823626,1
25700,7.871895,5.564066,3.92794,2.757685,1.881706,1
204248,2.586173,1.906861,1.145457,0.42832,0.210764,2
537001,1.961686,1.388331,0.655138,0.250311,0.103198,3
263743,2.858751,2.657813,1.755861,0.995491,0.099935,3
773061,1.805855,1.21623,0.620268,0.365021,0.08287,3
41390,5.628891,3.946327,2.734887,1.829439,1.027961,1
10602,7.861564,5.556708,3.922675,2.75376,1.879054,1
69163,3.244599,2.196452,1.707078,0.835751,0.823421,1
21559,7.871239,5.563597,3.927594,2.757378,1.88133,1
204256,2.682644,1.769781,1.145499,0.428375,0.21005,2
571165,2.061796,1.29978,0.670362,0.274894,0.147711,3
2182267,0.780028,0.470875,0.319804,0.154931,0.034504,3
56380,5.56248,3.898192,2.698987,1.800644,0.997852,1
19178,7.868523,5.561683,3.926222,2.756386,1.880891,1
68983,3.864941,2.658032,2.104647,0.976946,0.831018,1
25705,7.870012,5.562714,3.927464,2.757297,1.88144,1
204196,2.455189,1.906771,1.30405,0.607037,0.423141,2
118982,2.98493,2.191317,1.465355,0.765658,0.420096,2
560886,1.540503,1.130769,0.658643,0.325965,0.125946,3
265487,1.72796,1.600499,1.319707,0.931336,0.117092,3
829559,1.328986,0.993928,0.42521,0.263625,0.018503,3
129127,2.116927,2.038622,1.662985,1.420164,1.427176,1
120687,1.628624,1.554571,1.171195,1.152733,0.843078,1
197499,1.316373,1.266678,1.197365,1.138094,1.131951,1
209328,1.296686,1.167956,0.93856,0.806267,0.762924,1
327236,0.622134,0.58262,0.554615,0.490694,0.312614,1
216777,0.572484,0.328213,0.246352,0.05177,0.047398,2
224813,0.585378,0.509398,0.465233,0.418376,0.267585,2
522118,1.843382,1.844057,1.459805,0.614341,0.618772,2
176852,2.817319,1.87997,1.395828,0.742905,0.253679,2
537096,2.102659,1.448848,0.760963,0.25053,0.103234,3
269811,3.651717,2.666245,1.762453,1.001681,0.139359,3
788035,1.533677,1.033349,0.471491,0.264984,0.11012,3
2148506,0.699211,0.219079,0.130912,0.093388,0.015316,3
20810,7.869451,5.562316,3.926658,2.756705,1.880756,1
36810,5.325764,4.824637,3.385597,2.340901,1.516969,1
7113,7.858164,5.554201,3.920714,2.752145,1.877224,1
186040,2.77965,1.981944,1.215887,0.718437,0.287898,2
204173,2.542821,1.9068,1.131708,0.607091,0.423171,2
586067,1.547103,1.132178,0.56161,0.433405,0.088748,3
1783549,0.480566,0.284468,0.129529,0.08596,0.031556,3
23182,7.872679,5.564633,3.928355,2.757966,1.881956,1
57802,3.934056,2.709062,2.182977,1.570897,0.807155,1
69052,3.866187,2.658956,2.105629,0.976398,0.83062,1
204198,2.498936,1.906578,1.131556,0.607034,0.423157,2
536979,1.895011,1.21921,0.657938,0.259707,0.103011,3
1730137,0.91644,0.381132,0.246298,0.049702,0.024506,3
32952,6.200588,4.359988,3.042184,2.073018,1.269363,1
34264,7.871387,5.563703,3.927678,2.757744,1.881725,1
57810,4.130787,2.853961,1.908298,1.135859,0.626644,1
68978,3.865126,2.658193,2.104799,0.977033,0.831126,1
207613,2.504444,1.705029,1.032318,0.513735,0.42055,2
538887,1.920836,1.32264,0.644239,0.356725,0.102918,3
2144659,0.728245,0.243265,0.127728,0.08292,0.028769,3
1696676,0.906917,0.365484,0.268682,0.099555,0.077246,3
24744,7.870024,5.562725,3.926962,2.757305,1.881287,1
64567,4.492029,3.118923,2.111703,1.863232,1.062849,1
57713,4.129098,2.85272,1.907341,1.134997,0.625552,1
24745,7.869696,5.562496,3.92679,2.75678,1.88083,1
45220,4.209144,3.565403,2.751084,1.842253,0.871917,1
44383,3.862089,3.294958,2.245585,1.991052,1.190447,1
57834,3.704144,3.13749,2.125864,1.516061,0.809531,1
69197,3.456726,2.657912,2.109887,0.965681,0.822287,1
56864,3.973709,3.772291,2.604914,1.793362,0.99021,1
204488,2.361687,1.774343,1.075808,0.549779,0.423527,2
567779,1.420591,1.026401,0.618242,0.228265,0.140211,3
805174,1.273944,0.833394,0.407402,0.23418,0.061829,3
2164492,0.439391,0.239135,0.146949,0.086483,0.032633,3
732074,0.606563,0.462102,0.313799,0.204475,0.158955,3
60680,3.271126,2.557184,2.563993,1.6915,1.151029,1
75384,3.017969,1.945816,1.502461,1.047154,1.050487,1
57717,3.212528,2.26265,1.643063,0.886307,0.574734,1
68982,2.82123,1.933249,1.670508,0.809059,0.831024,1
34647,5.526154,3.871854,2.679361,1.784732,0.981663,1
221482,1.542182,1.404388,0.98918,0.258754,0.271118,2
204465,1.793931,1.403469,0.950778,0.607934,0.424502,2
83291,2.974034,2.39088,1.909677,1.168316,0.632689,3
953789,0.575937,0.361063,0.195567,0.143913,0.07853,3
895609,0.566408,0.354265,0.202142,0.149772,0.105784,3
20611,6.196584,4.357095,3.924664,2.755264,1.880754,1
63318,3.607498,2.402053,1.453318,1.017845,1.019767,1
36089,3.428212,2.451949,2.25504,1.436492,0.763964,1
69088,2.992565,2.30248,1.442055,0.9765,0.829959,1
23992,5.522896,3.86949,3.926583,2.756619,1.880949,1
208303,2.000562,1.720368,1.146891,0.40304,0.223272,2
110587,2.688365,2.349354,1.557048,0.855873,0.414915,2
198802,1.843557,1.562238,1.007979,0.567206,0.378581,2
514895,0.494588,0.345367,0.280403,0.2192,0.201828,3
581991,0.545153,0.268452,0.136614,0.073488,0.034903,3
777691,0.612877,0.473499,0.204408,0.129415,0.066421,3
816487,0.521191,0.403515,0.21529,0.083112,0.030146,3
24748,7.13891,5.036745,3.926279,2.756804,1.880834,1
53977,3.952405,3.151285,2.722694,1.819667,1.017885,1
57861,3.099958,2.368284,1.626902,0.870229,0.609673,1
69190,3.309667,2.631197,2.099673,0.953538,0.822434,1
21338,7.870433,5.563045,3.927201,2.757109,1.881295,1
204199,2.793667,1.855028,1.086215,0.56087,0.423011,2
546993,1.878646,1.332935,0.645039,0.226246,0.106645,3
263656,3.776218,2.592433,1.75574,0.995389,0.099609,3
1448918,0.524669,0.460289,0.431489,0.382534,0.287681,3
1111869,0.911278,0.817284,0.704901,0.633016,0.62374,3
13408,7.867579,5.560962,3.925659,2.756664,1.880947,1
69163,3.294786,2.234088,2.024802,1.154849,0.823421,1
204198,2.629633,1.728897,1.131824,0.60728,0.423498,2
537022,2.170694,1.477408,0.749051,0.181973,0.103295,3
263704,3.275405,2.649432,1.749341,0.995294,0.09941,3
767772,1.528643,1.000069,0.46189,0.263032,0.182184,3
2144822,0.770225,0.358341,0.238653,0.142634,0.088516,3
1729678,0.802349,0.431257,0.198853,0.126834,0.069355,3
24788,7.871338,5.563676,3.927658,2.757579,1.881537,1
33625,5.907472,4.148052,3.927908,2.757624,1.88173,1
36062,5.388006,4.025228,2.793669,1.876371,1.076197,1
69261,3.430727,2.55776,2.110387,0.965437,0.824091,1
25728,5.978406,5.562945,3.927124,2.757171,1.881353,1
194070,2.86342,1.914747,1.228607,0.562033,0.351809,2
