@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
1096149,0.963739,0.801061,0.676178,0.616153,0.542855,3
777918,1.27375,0.963785,0.621811,0.567505,0.391074,3
615500,1.55065,1.088648,0.481908,0.308899,0.108231,3
610708,1.579304,1.054483,0.49484,0.308581,0.106016,3
545235,1.627005,1.170822,0.61239,0.34396,0.10512,3
2458316,0.89334,0.687544,0.657679,0.160101,0,3
1625605,1.198952,1.001068,0.892815,0.550361,0.512246,3
1336979,1.330115,1.110298,0.956586,0.634366,0.593143,3
1216749,1.386387,1.138504,0.946939,0.638693,0.589812,3
800329,1.47317,1.120958,0.524575,0.321493,0.04358,3
821344,1.420669,1.024882,0.47134,0.322088,0.057483,3
722741,1.493384,1.179545,0.610713,0.280878,0.137599,3
815008,1.330857,0.96236,0.464702,0.246744,0.132164,3
690250,1.048342,0.985432,0.660549,0.279939,0,3
1543278,0.672163,0.651226,0.601602,0.562211,0.552737,3
1761921,0.538089,0.510485,0.466896,0.4388,0.432508,3
1931069,0.489185,0.445417,0.40815,0.385819,0.373916,3
2165660,0.347024,0.270716,0.200653,0.175701,0.149123,3
1604323,0.687791,0.626702,0.579747,0.568754,0.554246,3
1201931,0.890088,0.812338,0.773487,0.743805,0.761167,3
777322,0.998074,0.897275,0.788808,0.667777,0.707225,3
1244047,1.025433,0.785321,0.539085,0.509133,0,3
1794298,0.775499,0.56386,0.467638,0.398446,0.306666,3
2012131,0.764033,0.494918,0.381492,0.330247,0.270733,3
2143636,0.651255,0.419242,0.331511,0.289793,0.244386,3
2251297,0.625888,0.310344,0.215689,0.158133,0.150969,3
2112306,0.638017,0.345007,0.225168,0.208065,0.181849,3
1888834,0.650178,0.420051,0.256208,0.177802,0.15751,3
1739780,0.696191,0.497446,0.249507,0.087309,0.023095,3
2254150,0.584891,0.457328,0.218159,0.034998,0,1
1198038,1.193447,1.083043,0.933098,0.883419,0.881534,1
798696,1.623711,1.503144,1.343868,1.292523,1.290592,1
611277,1.918804,1.785009,1.61221,1.556499,1.55393,1
47741,4.306029,3.375944,2.280015,1.449397,1.213659,1
12269,7.922746,5.557412,3.865537,2.641265,1.729343,1
43844,2.96344,2.406452,1.368119,0.975454,0.818891,1
34860,2.65914,2.643761,2.546712,2.137312,1.881227,1
351371,0.508836,0.450188,0.270648,0.13261,0,1
434470,0.714699,0.639142,0.401341,0.29025,0.19126,1
852671,1.140239,1.123903,1.034339,0.970509,0.698164,1
672851,1.360907,1.329166,1.234196,1.165566,0.895185,1
593353,1.603058,1.567993,1.467561,1.394723,1.108832,1
463971,2.087208,2.052161,1.950049,1.867464,1.528141,1
64270,4.062929,3.367578,2.300571,1.904194,1.230404,1
21918,7.869067,5.562034,3.926444,2.756505,1.880728,1
2408952,0.268144,0.154225,0.140338,0.07519,0,1
1295067,1.001009,0.921622,0.896207,0.871395,0.860099,1
879047,1.37966,1.287828,1.256821,1.230061,1.216662,1
678284,1.647358,1.550254,1.517542,1.489505,1.475494,1
101275,4.077676,2.859394,1.894304,1.274488,0.559013,1
61247,3.829264,2.613802,1.707643,1.364061,0.656115,1
36329,4.766932,3.319765,2.264411,1.882296,1.082251,1
57714,3.850491,3.214868,2.184779,1.572794,0.80896,1
2343442,0.563572,0.47199,0.292188,0.105366,0,1
1184289,1.258247,1.181404,1.061046,0.98993,0.978775,1
789534,1.695494,1.610435,1.479414,1.403525,1.391741,1
620735,1.95885,1.851501,1.703797,1.618797,1.603763,1
66267,4.475352,3.084538,2.063357,1.276205,0.823343,1
59985,4.895279,3.388488,2.289307,1.456175,1.001915,1
67312,4.439097,3.080177,2.082118,1.289217,0.8635,1
69029,3.624376,2.500347,1.84457,0.908734,0.831691,1
2094754,0.531667,0.455209,0.427309,0.283518,0,1
1047389,1.251111,1.189275,1.168389,1.077365,0.999977,1
698271,1.68754,1.619086,1.596114,1.496985,1.414154,1
552592,1.935139,1.845347,1.814441,1.70386,1.613516,1
28905,6.999078,4.898316,3.870629,2.644018,1.730722,1
28908,6.998337,4.897786,3.8702,2.643711,1.730492,1
29358,6.94446,4.896678,3.438263,2.757311,1.881251,1
13,3.258126,2.287087,2.093947,1.300887,0.960769,1
2297624,0.365588,0.273107,0.217151,0.121037,0,2
1298155,0.972425,0.879792,0.828019,0.784784,0.769915,2
911219,1.30124,1.196128,1.145,1.096145,1.078277,2
758255,1.472534,1.326045,1.251373,1.193212,1.175333,2
218186,2.581529,1.71377,1.164369,0.584468,0.370503,2
210301,2.565265,1.670428,1.145393,0.58309,0.3511,2
219540,2.466115,1.939062,1.173032,0.612192,0.362174,2
216939,2.337026,1.816584,1.140433,0.592633,0.374785,2
1687653,0.736147,0.638916,0.584669,0.407189,0,2
950157,1.241387,1.137909,1.073958,0.929534,0.776183,2
677253,1.575304,1.443915,1.364722,1.212879,1.056073,2
572464,1.698858,1.553597,1.446534,1.282466,1.127496,2
185263,2.31806,1.734318,1.05253,0.525061,0.284403,2
168670,2.587172,1.879992,1.180047,0.660401,0.307666,2
151218,2.571096,1.872339,1.413423,0.676899,0.055034,2
149282,2.613842,1.915207,1.447664,0.706249,0.044604,2
2301963,0.397351,0.35478,0.228579,0.050122,0,2
1210520,1.067834,1.029092,0.956161,0.904699,0.901632,2
902590,1.33647,1.256551,1.167929,1.102235,1.098916,2
718462,1.563268,1.457932,1.354534,1.280624,1.275332,2
177307,3.025339,2.019072,1.343196,0.634104,0.368623,2
187667,2.93116,1.948366,1.348934,0.640165,0.310122,2
179149,2.867948,1.990227,1.381079,0.733126,0.153388,2
176830,2.861125,1.988053,1.504695,0.7431,0.252959,2
977059,1.380586,1.273552,0.940235,0.939581,0.062495,2
528480,2.036894,1.869934,1.467029,1.45203,0.765149,2
403533,2.277226,2.095962,1.647768,1.610823,0.91455,2
333119,2.466569,2.250822,1.77394,1.735956,1.02099,2
138345,2.66458,1.948804,1.182852,0.769719,0.160797,2
143356,2.438258,1.780178,1.041502,0.773418,0.113631,2
144686,2.559287,2.315596,1.484499,0.769895,0.112002,2
118949,2.834299,2.488467,1.622588,0.865862,0.269729,2
2191475,0.207728,0.163996,0.108198,0.055855,0,3
1637375,0.659836,0.612179,0.559715,0.379099,0.338407,3
1273444,0.896741,0.791372,0.717502,0.572031,0.538112,3
1095486,1.018591,0.883217,0.789204,0.64603,0.610434,3
731790,1.351541,1.065152,0.788673,0.425071,0.29562,3
615691,1.459085,0.930565,0.408898,0.318622,0.121787,3
610999,1.440118,1.048383,0.462471,0.19049,0.087771,3
549560,1.58104,1.176039,0.574143,0.219388,0.108529,3
2500440,0.360106,0.120694,0.04169,0,0,3
1612119,0.833044,0.671128,0.581626,0.556317,0.551026,3
1328146,0.99182,0.799519,0.661533,0.637328,0.624231,3
1210047,1.050321,0.880123,0.68273,0.641546,0.616972,3
764999,1.361107,1.04851,0.490999,0.308181,0.071474,3
821408,1.273202,0.936748,0.423734,0.303462,0.108119,3
738260,1.363166,1.145367,0.582724,0.331273,0.108637,3
762331,1.339273,1.085337,0.536459,0.310626,0.099854,3
1844563,0.285656,0.207929,0.083834,0.045023,0,3
2143969,0.292963,0.219097,0.179802,0.157509,0.13965,3
2173140,0.32444,0.211202,0.169742,0.140611,0.114082,3
2153485,0.388787,0.294637,0.205985,0.136972,0.100946,3
2226183,0.394225,0.278921,0.201553,0.136204,0.060591,3
2158067,0.434973,0.323473,0.210846,0.150834,0.023294,3
2142686,0.436112,0.279839,0.179448,0.113258,0.022596,3
2141742,0.406182,0.261684,0.144792,0.110734,0.021802,3
1767310,0.347679,0.277797,0.22918,0.219955,0,3
2147751,0.33949,0.294955,0.257497,0.23116,0.177134,3
2285824,0.325866,0.276939,0.229821,0.201509,0.160512,3
2331291,0.338782,0.278895,0.199766,0.174546,0.14042,3
2353233,0.345717,0.268103,0.1772,0.14058,0.123059,3
2150111,0.380667,0.297354,0.210715,0.183727,0.17187,3
1917300,0.427407,0.271367,0.23058,0.171697,0.172316,3
1752006,0.40395,0.285254,0.211197,0.089739,0.050319,3
2374267,0.44422,0.350726,0.336181,0.152724,0,1
1187153,1.180924,1.116218,1.107232,1.023026,0.999967,1
791448,1.609894,1.539092,1.529325,1.438671,1.414144,1
598997,1.925642,1.847583,1.836578,1.737835,1.711178,1
5432,7.902818,5.54321,3.855308,2.632777,1.722939,1
32456,5.292891,4.698662,3.246336,2.183884,1.373373,1
32965,5.250908,3.672085,3.291035,2.267517,1.450451,1
51288,4.864158,3.390668,2.148019,1.527595,1.036854,1
2334729,0.345009,0.181717,0.122035,0.102669,0,1
1241945,1.020839,0.927252,0.900302,0.891205,0.879897,1
827973,1.436348,1.337771,1.309868,1.300503,1.288901,1
626330,1.737618,1.630511,1.600179,1.589953,1.57743,1
68500,4.376036,3.067955,2.051063,1.266497,0.882928,1
31214,6.690841,4.677996,3.231787,2.173138,1.364358,1
48730,5.076163,4.051181,2.812993,1.891919,1.215908,1
17038,7.868382,5.561547,3.926091,2.756248,1.880747,1
1844532,0.334348,0.24455,0.118408,0.066091,0,1
1303799,0.790089,0.748079,0.68013,0.589599,0.414736,1
903209,1.141061,1.090601,1.021362,0.938392,0.795211,1
682722,1.423245,1.369625,1.297288,1.212038,1.069097,1
246818,2.659787,2.535867,2.34134,1.987847,1.214862,1
61319,3.826223,2.611505,1.705861,1.362919,0.654858,1
36380,4.762747,3.316869,2.262179,1.442484,1.07961,1
57713,4.129092,2.852717,1.907341,1.134997,0.625566,1
2332761,0.422618,0.408971,0.283921,0.038961,0,1
1178949,1.1444,1.13438,1.056549,0.980312,0.978678,1
785974,1.569843,1.558896,1.474578,1.393361,1.391639,1
595637,1.879108,1.866254,1.774027,1.685864,1.683878,1
43792,4.549192,3.172404,2.129003,1.32905,1.100329,1
37514,5.231081,3.630715,2.468002,1.595463,1.378525,1
44485,4.559314,3.16814,2.149237,1.3468,1.225428,1
69032,3.457597,2.383686,1.797855,0.90238,0.830679,1
1897268,0.750287,0.66356,0.548243,0.476206,0.062499,1
918045,1.460548,1.367972,1.254165,1.189678,0.969228,1
605532,1.935743,1.829166,1.699577,1.626981,1.384835,1
463113,2.25876,2.137481,1.993275,1.912806,1.649658,1
25309,5.601548,3.897259,2.663508,1.745696,1.01196,1
25312,5.600867,3.896765,2.66315,1.745422,1.011724,1
39508,4.493155,4.051062,2.574352,1.811816,1.215576,1
13818,7.865768,5.559667,3.924715,2.755184,1.879551,1
2206896,0.137701,0.120756,0.097059,0.045076,0,2
1239727,0.881974,0.830212,0.800488,0.78273,0.780146,2
918520,1.139241,1.058719,1.019774,0.994304,0.991835,2
748718,1.32884,1.227024,1.165508,1.138323,1.124591,2
230141,2.354831,1.690831,1.043024,0.654939,0.252544,2
235849,2.196538,1.697812,1.041419,0.641605,0.266814,2
199766,2.59806,1.699725,1.150234,0.82127,0.356558,2
207158,2.44146,1.61212,1.053464,0.514595,0.384448,2
1662850,0.493038,0.423271,0.382199,0.215604,0.124998,2
889424,1.000748,0.90516,0.852216,0.738658,0.701174,2
625721,1.305052,1.188133,1.132797,1.013029,0.968951,2
532559,1.484877,1.299267,1.203179,1.065767,1.022445,2
186905,2.408112,1.549031,1.022117,0.527477,0.294424,2
170322,2.738021,1.802324,1.240802,0.719776,0.321501,2
150720,2.940195,2.104948,1.448045,0.708588,0.051064,2
144317,2.750066,2.183708,1.499041,0.736969,0.041454,2
1755657,0.236322,0.192819,0.075316,0.043929,0,2
1220377,0.716023,0.683118,0.647748,0.512199,0.438618,2
898648,1.033623,0.954375,0.893947,0.760871,0.702055,2
715507,1.262591,1.155077,1.079487,0.941475,0.882984,2
310929,2.202716,1.832754,1.626485,1.049159,0.708689,2
179783,2.827802,1.887031,1.263081,0.545637,0.249461,2
179148,2.733213,2.063179,1.3885,0.733098,0.153389,2
176780,2.554238,2.062952,1.472588,0.743026,0.253039,2
1050726,0.79619,0.690752,0.608443,0.421609,0.062497,2
564125,1.404487,1.246705,1.138251,0.961874,0.778043,2
427045,1.656541,1.480416,1.328588,1.127582,0.940316,2
350685,1.847273,1.632867,1.458112,1.255425,1.054958,2
138371,2.69994,1.951073,1.184677,0.769713,0.160669,2
143381,2.53996,1.828142,1.082159,0.773405,0.113436,2
144711,2.458877,2.315649,1.484541,0.769977,0.111807,2
118949,2.698461,2.488467,1.622588,0.865862,0.269729,2
1884985,0.416302,0.378185,0.361622,0.130171,0,3
1646132,0.555427,0.454201,0.408625,0.270814,0.145099,3
1295219,0.751636,0.655782,0.580213,0.47877,0.411676,3
1111573,0.854452,0.763187,0.660277,0.567868,0.504443,3
780990,1.042992,0.866452,0.634296,0.573041,0.463285,3
559735,1.255915,0.93706,0.383664,0.268082,0.04507,3
571507,1.334729,0.977418,0.430601,0.280577,0.087654,3
581708,1.424476,1.063735,0.496815,0.363199,0.078603,3
1658644,0.628713,0.461016,0.329718,0.070338,0,3
1565442,0.507478,0.380392,0.265681,0.101246,0.059532,3
1514111,0.521317,0.378032,0.260344,0.144936,0.069459,3
1479564,0.487036,0.354288,0.234925,0.13513,0.073652,3
1445354,0.396456,0.259215,0.148734,0.120184,0.03873,3
1443369,0.393855,0.243596,0.141819,0.113632,0.038189,3
1425497,0.333195,0.202872,0.117336,0.066162,0.04553,3
1503416,0.339429,0.243956,0.182418,0.088695,0.059155,3
1209368,0.480279,0.369912,0.252664,0.003016,0,3
1359151,0.451174,0.396384,0.283239,0.173632,0.110201,3
1409338,0.413985,0.341389,0.237968,0.148777,0.100328,3
1408478,0.409575,0.323479,0.221535,0.133483,0.086948,3
1513993,0.361484,0.27168,0.179378,0.117304,0.052758,3
1557744,0.36492,0.254985,0.140078,0.091283,0.069374,3
1672519,0.343974,0.199626,0.154617,0.137971,0.077775,3
1719069,0.304528,0.188705,0.142012,0.111909,0.087889,3
1638135,0.312222,0.212827,0.187727,0.157096,0,1
1216927,0.697302,0.62123,0.546768,0.512007,0.346123,1
811289,1.108748,1.038686,0.973865,0.945096,0.82443,1
614942,1.383945,1.310087,1.243073,1.213376,1.092294,1
205410,2.770963,2.593205,2.313248,2.20573,1.659993,1
6490,6.721272,4.699752,3.858834,2.637206,1.726839,1
31323,4.709293,4.508949,3.152384,0.957531,0.821972,1
24747,5.736348,5.562031,3.926451,2.756669,1.880754,1
1792726,0.232501,0.135313,0.084442,0.003079,0,1
1236143,0.724487,0.625154,0.554897,0.522876,0.450257,1
824100,1.134592,1.042212,0.980738,0.953981,0.896704,1
618108,1.431575,1.334657,1.271029,1.243583,1.185404,1
201123,2.89911,2.410984,2.020899,1.838797,1.396554,1
31243,7.924911,5.558962,3.866652,2.641211,1.728647,1
64240,4.736328,3.866626,2.676648,1.782534,0.981586,1
32518,5.533264,5.562841,3.92704,2.756967,1.881156,1
1706616,0.313971,0.183969,0.16902,0.106915,0,1
1334192,0.620721,0.491329,0.443786,0.41929,0.279137,1
905259,1.0067,0.895198,0.85741,0.839353,0.749567,1
684210,1.283439,1.169147,1.130933,1.112794,1.025073,1
282808,2.181139,1.890496,1.749303,1.716509,1.389828,1
47634,3.445486,2.331449,1.694209,1.249075,0.685152,1
54571,3.798943,2.234067,1.537049,0.990212,0.701911,1
57803,3.598888,2.852916,1.907489,1.135127,0.625881,1
255589,1.390054,1.23342,0.939633,0.063111,0.062488,1
134550,2.079237,1.866519,1.511,0.820293,0.81271,1
135480,1.897962,1.691071,1.371582,0.779219,0.6593,1
131273,1.869557,1.650679,1.365452,0.751177,0.590922,1
105041,1.759949,1.486899,1.291506,0.761922,0.469163,1
128146,1.676337,1.407554,1.097512,0.566452,0.095593,1
106055,1.898574,1.541539,1.240243,0.753519,0.263041,1
111818,2.017044,1.701417,1.325926,0.785222,0.508262,1
266412,1.050046,1.016893,0.892884,0.842199,0,1
218664,1.214435,1.132482,0.848735,0.75802,0.218359,1
187641,1.317078,1.230695,0.994174,0.850969,0.312787,1
182920,1.486765,1.251588,0.981966,0.83319,0.281442,1
141641,1.967559,1.472955,1.015177,0.697063,0.208153,1
121435,2.23961,1.663731,1.220841,0.838314,0.248568,1
131660,2.167311,1.943687,1.384439,0.888074,0.433948,1
121088,2.197918,2.006742,1.415285,0.857872,0.439628,1
2252069,0.59664,0.590935,0.587893,0.291395,0,1
1196990,1.197571,1.190898,1.181847,0.963528,0.881444,1
797997,1.62826,1.620902,1.610934,1.375701,1.290499,1
624332,1.892952,1.87062,1.852665,1.599331,1.50754,1
61319,4.107429,3.231492,2.172846,1.406947,1.024202,1
25845,7.931526,5.56368,3.87004,2.644047,1.731101,1
50984,5.34331,3.869862,2.677838,1.479269,1.008827,1
24740,7.324362,5.56365,3.927635,2.757411,1.881364,1
2390837,0.885931,0.679276,0.531655,0.250605,0,1
1269989,1.483559,1.273813,1.135503,0.944219,0.882565,1
846669,1.949695,1.712838,1.56012,1.355456,1.291635,1
635005,2.324151,2.060346,1.891715,1.668225,1.599288,1
68469,3.494349,2.827239,2.269135,1.440409,1.007631,1
31194,5.573752,3.877281,3.869998,2.643563,1.730532,1
61928,4.721326,3.86921,2.67737,1.783151,1.004238,1
61926,4.721484,3.869344,2.677458,1.783212,0.9795,1
2192311,0.707439,0.579689,0.468451,0.362695,0.062497,1
1073763,1.390592,1.260492,1.159627,1.077488,0.945868,1
708233,1.855149,1.706763,1.593415,1.50246,1.359884,1
557404,2.114256,1.950091,1.818754,1.716359,1.562448,1
66288,3.80624,3.084037,2.062954,1.275896,0.823543,1
60009,4.147072,3.387644,2.288682,1.45569,1.001981,1
67374,3.77327,2.590256,2.295134,1.47024,0.862991,1
69089,3.673696,2.988255,2.304678,1.196163,0.831181,1
2020037,0.915373,0.893193,0.873912,0.85243,0,1
1010030,1.635766,1.611057,1.589768,1.566268,0.999977,1
673364,2.124482,2.095969,2.071444,2.044415,1.414156,1
521969,2.432832,2.397908,2.370812,2.339543,1.65786,1
31135,4.760738,3.291238,2.656159,1.740062,1.007025,1
31137,4.760419,3.29101,2.655965,1.739913,1.006897,1
41126,4.017678,3.719098,2.486378,2.122409,1.426565,1
9515,7.863149,5.557779,3.923346,2.75414,1.878663,1
2337413,0.822614,0.693813,0.675057,0.160758,0,2
1318239,1.329796,1.190351,1.154326,0.799082,0.773133,2
924608,1.693859,1.527777,1.47994,1.111366,1.082819,2
768250,1.86092,1.658882,1.590801,1.210916,1.182377,2
218233,2.793993,1.950127,1.183858,0.584515,0.370637,2
183923,3.114615,2.08579,1.348939,0.713607,0.36584,2
219972,2.833296,1.939752,1.173609,0.542105,0.336946,2
183926,3.078756,2.14233,1.34336,0.611345,0.309031,2
1543078,0.944313,0.912136,0.769718,0.576968,0,2
877869,1.45217,1.386843,1.230531,1.04331,0.757754,2
636006,1.752462,1.666122,1.496835,1.296859,1.009219,2
536324,1.880217,1.761593,1.582205,1.370315,1.085298,2
185290,2.249305,1.429886,1.076511,0.457256,0.22071,2
168781,2.291612,1.464134,1.112522,0.559874,0.235982,2
149107,2.696354,2.248964,1.443535,0.703944,0.040535,2
144386,3.043659,2.333033,1.498521,0.736403,0.041528,2
2239595,0.747872,0.733795,0.696541,0.092607,0,2
1238096,1.29038,1.254585,1.20761,0.81753,0.808902,2
920972,1.556257,1.485494,1.419364,1.021284,1.01266,2
726906,1.794593,1.70647,1.629433,1.216326,1.203504,2
206733,2.691316,1.770392,1.03305,0.537988,0.280234,2
187712,2.783717,1.948176,1.27235,0.729658,0.306291,2
179195,2.867372,1.868828,1.280492,0.645758,0.153059,2
176852,2.870153,1.913406,1.314465,0.618932,0.252596,2
1130646,1.329757,1.203123,1.125228,0.938834,0,2
622465,1.932298,1.781106,1.675036,1.461978,0.8164,2
470385,2.229149,2.022945,1.885111,1.648644,0.993561,2
352789,2.637952,2.406186,2.252001,1.989311,1.284346,2
109456,3.605401,2.613089,1.722114,0.991403,0.604565,2
134472,3.291726,2.217646,1.491194,0.782191,0.599455,2
134487,2.981234,2.130181,1.331977,0.756727,0.678573,2
140820,2.854085,2.027975,1.248294,0.624507,0.316766,2
2537335,0.566669,0.445137,0.392319,0.059195,0,3
1531255,1.032874,0.883711,0.807588,0.665995,0.657029,3
1202634,1.223074,1.038328,0.928612,0.797746,0.784788,3
1059194,1.33984,1.096366,0.947386,0.820398,0.806547,3
568474,1.799079,1.110647,0.344404,0.258041,0.068636,3
615443,1.674807,1.114694,0.350495,0.249476,0.103706,3
610655,1.779278,1.139925,0.551494,0.264012,0.145625,3
536929,1.913281,1.30407,0.755201,0.27602,0.103142,3
657069,1.955405,1.448704,0.741196,0.712131,0,3
1290841,1.142225,0.887163,0.678186,0.56749,0.490976,3
1482395,0.992057,0.711374,0.530716,0.458392,0.394019,3
1724007,0.846417,0.609267,0.477836,0.425043,0.380803,3
2018064,0.656349,0.394798,0.265057,0.172599,0.124304,3
2108372,0.614057,0.325899,0.199019,0.164213,0.12595,3
2203015,0.61293,0.391903,0.259779,0.194935,0.117762,3
2057840,0.732707,0.447318,0.263908,0.196492,0.095441,3
280937,2.713171,1.783436,1.73195,0.999913,0,3
456535,2.387252,2.003512,1.895114,1.138322,0.38463,3
1458289,1.203675,1.11764,1.09332,1.014186,0.976439,3
1660622,1.064409,0.946393,0.91627,0.804848,0.771994,3
2036795,0.813656,0.665242,0.629809,0.527448,0.498282,3
2227321,0.687156,0.506509,0.43727,0.361902,0.348832,3
1744462,0.832799,0.490366,0.282441,0.141465,0.129254,3
1662176,0.850545,0.407751,0.220456,0.025713,0.011609,3
2321318,0.700947,0.557406,0.456066,0.035217,0,1
1235237,1.304988,1.161567,1.072601,0.881298,0.879248,1
823501,1.747683,1.588639,1.491857,1.290336,1.288238,1
619191,2.092599,1.916989,1.810865,1.592294,1.59003,1
68473,4.725535,3.265837,2.198402,1.384601,0.967707,1
31195,7.538083,5.283115,3.668194,2.49567,1.616918,1
31685,7.479153,5.562189,3.926567,2.756632,1.881028,1
24,3.142451,1.581139,1,0.912871,0.57735,1
86457,3.594079,2.441044,1.73162,0.999624,0,1
53106,4.306518,2.961928,2.13896,1.336995,0.627998,1
809672,1.895384,1.689941,1.635491,1.425499,1.321883,1
607256,2.263464,2.034986,1.974777,1.744335,1.631914,1
613875,2.235714,2.008516,1.947743,1.719637,1.608749,1
638034,2.149564,1.921992,1.858633,1.63686,1.526294,1
89739,3.297954,2.630412,1.734542,0.978149,0.449911,1
83363,3.520537,2.827481,1.887974,1.117504,0.364045,1
268819,3.051861,2.557861,1.66473,0.941365,0,1
1079051,1.628163,1.284683,1.110315,1.041143,0.750875,1
719371,2.115731,1.724985,1.532699,1.458059,1.160041,1
539536,2.510288,2.073792,1.861565,1.77983,1.458597,1
497649,2.644935,2.182446,2.003764,1.944747,1.616647,1
25329,7.933629,5.565176,3.871123,2.644386,1.730991,1
25733,7.869804,5.562566,3.926841,2.756875,1.880943,1
25725,7.87229,5.564353,3.92815,2.757811,1.88167,1
2341234,0.771506,0.693372,0.685599,0.158892,0,2
1307121,1.307005,1.204152,1.181285,0.816331,0.791138,2
925820,1.639944,1.516894,1.487841,1.108899,1.082124,2
769205,1.807713,1.648076,1.598901,1.208573,1.1818,2
218233,2.775918,1.8312,1.132249,0.517875,0.317058,2
190058,3.00663,2.00505,1.284135,0.646577,0.336182,2
219670,2.90413,1.939278,1.173259,0.612186,0.362525,2
186965,3.112053,2.103041,1.318194,0.684744,0.408505,2
1785167,1.058406,0.988939,0.915695,0.632017,0,2
998997,1.58735,1.499653,1.40741,1.121201,0.786959,2
709756,1.940464,1.832451,1.723455,1.413418,1.072423,2
596888,2.092081,1.944993,1.814155,1.492275,1.151909,2
185498,2.693698,1.887573,1.13207,0.467213,0.283862,2
163659,2.903005,2.084387,1.293193,0.660079,0.335222,2
171796,2.819048,1.965949,1.367753,0.665431,0.347019,2
144509,3.068429,2.180872,1.496977,0.829453,0.085686,2
2331970,0.657895,0.629761,0.53408,0.499331,0,2
1225533,1.292074,1.251444,1.160015,1.127469,0.902821,2
912599,1.530179,1.466687,1.368918,1.328199,1.102321,2
725966,1.752259,1.670275,1.562653,1.51455,1.280006,2
177333,2.770425,1.826915,1.311542,0.70115,0.368458,2
187735,2.641992,1.756738,1.238949,0.620334,0.309791,2
179241,2.850827,1.970287,1.355809,0.707341,0.153276,2
176876,2.824399,1.878496,1.399637,0.678883,0.252836,2
1077365,1.389622,1.312731,0.998215,0.935986,0,2
595728,2.021498,1.897378,1.529092,1.450732,0.808485,2
452494,2.314218,2.13413,1.725341,1.627031,0.977601,2
339372,2.733875,2.530998,2.074213,1.965434,1.267905,2
109382,3.523318,2.389,1.722802,0.991996,0.604709,2
134447,3.117387,2.08786,1.491752,0.782725,0.599473,2
134473,3.070703,2.322223,1.489819,0.757002,0.67869,2
140806,2.939318,2.211905,1.400406,0.624452,0.316827,2
226919,1.348689,1.066029,0.515284,0.144483,0,3
527073,1.22491,1.133312,1.064353,1.038666,0.569472,3
796630,0.837826,0.784537,0.751993,0.740462,0.568887,3
928542,0.749443,0.675194,0.623435,0.603664,0.489085,3
1013484,0.71514,0.587391,0.482074,0.46359,0.325297,3
940877,0.781374,0.59578,0.453898,0.43557,0.413762,3
763673,1.083238,0.885188,0.592509,0.405385,0.39623,3
564901,1.451013,1.094856,0.456781,0.240724,0.134367,3
94640,2.425635,1.737174,1.004423,0.068955,0,3
202452,2.317177,1.837802,1.721098,0.990518,0.532525,3
688970,1.480751,1.250663,1.122731,1.02686,1.006791,3
1072699,1.184535,1.056907,0.920201,0.861867,0.835166,3
1615865,0.810706,0.671246,0.564162,0.509595,0.489331,3
2081463,0.53083,0.382549,0.22888,0.150888,0.117455,3
2177459,0.47538,0.265964,0.15151,0.10069,0.068997,3
2191166,0.434118,0.258065,0.135086,0.109971,0.069109,3
543635,1.751757,1.396992,0.689798,0.033442,0,3
1285195,0.847958,0.751525,0.651309,0.617556,0.577001,3
1580601,0.634264,0.567699,0.508111,0.487815,0.465405,3
1641430,0.571394,0.497671,0.438622,0.421464,0.393388,3
2074202,0.261296,0.183025,0.151005,0.145098,0.081585,3
2018041,0.265375,0.189594,0.140554,0.12795,0.103266,3
1946825,0.294217,0.213095,0.154265,0.13807,0.107734,3
2073834,0.246092,0.203332,0.142378,0.128027,0.095913,3
1895489,0.433181,0.399995,0.333481,0.129335,0,1
1192662,0.919072,0.858002,0.790633,0.628422,0.589292,1
795112,1.32929,1.26658,1.19901,1.045156,1.010385,1
596864,1.637941,1.570402,1.498136,1.335985,1.299894,1
154212,3.318677,2.902063,2.507384,1.625886,1.298587,1
31758,6.25598,5.471128,3.803497,2.594853,1.693192,1
54959,4.833248,3.368132,2.300992,1.482664,0.767726,1
47216,5.525209,3.871189,2.678849,1.784313,0.980764,1
1798648,0.45858,0.401978,0.359834,0.249339,0,1
1314524,0.872573,0.825779,0.69848,0.627166,0.368288,1
910393,1.216766,1.166312,1.038895,0.972115,0.763302,1
688063,1.503547,1.449453,1.315694,1.246697,1.038374,1
263677,2.693037,2.589868,2.128836,2.027425,1.247153,1
61898,2.692554,2.233259,1.559974,1.350508,0.641873,1
37486,2.705818,2.318409,2.159162,1.826806,1.030662,1
58963,1.917546,1.713504,1.664441,1.446817,0.744807,1
190116,0.846438,0.698985,0.540497,0.448639,0,1
135238,1.122399,0.95303,0.795656,0.608495,0.405781,1
158526,1.0527,0.85049,0.766465,0.594103,0.350788,1
218417,1.141461,0.909408,0.703977,0.606772,0.523624,1
246202,1.03699,0.786949,0.611404,0.530589,0.477544,1
286551,0.836669,0.593225,0.408357,0.334535,0.254644,1
315731,0.763646,0.369166,0.275862,0.196894,0.198001,1
252532,0.759551,0.480357,0.361536,0.193639,0.201801,1
194776,0.783419,0.477273,0.436164,0.356676,0.062465,1
