@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
154773,0.965045,0.727875,0.622394,0.454105,0.21335,1
129145,1.159631,0.847723,0.7311,0.517539,0.330459,1
175886,1.0341,0.839675,0.721265,0.575216,0.505533,1
142240,1.234362,1.051908,0.910838,0.748823,0.709251,1
161276,1.202698,0.962268,0.767324,0.642202,0.629712,1
188093,0.927743,0.693109,0.544745,0.418227,0.410295,1
158188,1.067384,0.780439,0.593167,0.43198,0.421987,1
224923,0.751941,0.426469,0.346649,0.066845,0.062478,2
266147,0.574432,0.398445,0.354718,0.276978,0.179203,2
279829,0.550087,0.398565,0.351721,0.230877,0.160895,2
264713,0.534324,0.383993,0.340023,0.23094,0.171138,2
228107,0.634795,0.549416,0.520884,0.456957,0.402425,2
167652,0.887049,0.766203,0.735804,0.646988,0.600001,2
127946,0.879181,0.737952,0.639422,0.631092,0.568794,2
126552,0.88849,0.759967,0.641439,0.526166,0.448965,2
384416,0.740557,0.289392,0.229753,0.199566,0,2
337861,0.83563,0.457932,0.352129,0.274269,0.137783,2
277215,0.934067,0.613521,0.523564,0.436825,0.33841,2
244332,0.966591,0.662182,0.575462,0.499652,0.406082,2
172853,1.071161,0.826065,0.683994,0.548288,0.41501,2
128556,0.928476,0.794214,0.64744,0.408115,0.180492,2
135999,0.930452,0.734039,0.515925,0.273862,0.154564,2
169402,0.90334,0.776639,0.64169,0.439502,0.28062,2
291704,0.680444,0.405407,0.137786,0.034639,0,3
361878,1.680881,1.594836,0.981811,0.433918,0.19391,3
1127821,1.409906,1.31112,1.214871,1.150417,0.961784,3
983644,1.513301,1.372639,1.242097,1.173681,0.988184,3
1065312,1.447667,1.265453,1.115881,1.047371,0.866355,3
1120882,1.383558,1.165099,1.014535,0.966784,0.793315,3
587171,1.806885,1.154332,0.511026,0.246407,0.167359,3
562164,1.887216,1.259609,0.608087,0.228975,0.20393,3
571287,2.281473,2.012534,1.234967,0.512459,0,3
582644,2.209633,1.696323,0.999581,0.591741,0.019476,3
489081,2.410387,1.814067,1.096618,0.658012,0.271205,3
421042,2.563484,1.918905,1.222453,0.763453,0.390862,3
344001,2.721748,1.9241,1.257269,0.890609,0.428609,3
264163,2.957981,2.368325,1.595925,0.879493,0.116219,3
252131,2.890505,2.066486,1.280503,0.46666,0.406809,3
208554,3.219121,2.177344,1.372135,0.589953,0.471992,3
401738,2.389383,1.534489,0.823025,0.003155,0,3
367093,2.509582,2.070956,1.282439,0.647247,0.094367,3
972079,1.493673,1.353911,1.151299,1.093665,0.880635,3
920669,1.542739,1.315523,1.084573,1.017588,0.811025,3
1019869,1.457349,1.200149,0.938659,0.889309,0.682222,3
1074096,1.383944,1.087449,0.846378,0.795052,0.602198,3
739961,1.739325,1.254183,0.616607,0.384222,0.156943,3
773594,1.755961,1.201547,0.57228,0.322174,0.17673,3
695574,1.856563,1.588158,0.872439,0.192297,0,3
2362549,0.935632,0.847847,0.791099,0.722521,0.705583,3
2137980,0.945059,0.811011,0.737778,0.668612,0.65372,3
2059893,0.936738,0.738419,0.673414,0.606006,0.591257,3
2246951,0.830398,0.60571,0.533194,0.47718,0.462057,3
1681183,0.91422,0.461104,0.24856,0.104115,0.086472,3
1624221,0.932894,0.515969,0.300807,0.151915,0.058297,3
1627448,0.945005,0.511934,0.301221,0.127121,0.104925,3
2293655,0.756266,0.696412,0.580883,0.385512,0,1
1217791,1.360669,1.290567,1.178139,1.02236,0.883455,1
811866,1.810269,1.731558,1.606851,1.437981,1.292558,1
635951,2.084152,1.986215,1.845869,1.662611,1.507208,1
62540,4.792251,3.314035,2.234144,1.413003,1.017814,1
27068,7.93108,5.563363,3.869815,2.643866,1.730707,1
52227,5.528508,3.873562,2.680774,1.506116,1.024197,1
24749,7.868407,5.561574,3.926653,2.756675,1.880754,1
2380288,0.688686,0.592293,0.56032,0.024588,0,1
1226623,1.333942,1.230394,1.195467,0.911211,0.909808,1
843311,1.734456,1.622905,1.585659,1.292165,1.290771,1
632487,2.084319,1.960877,1.919817,1.599858,1.598356,1
68611,4.026253,2.757789,2.266506,1.438371,1.007876,1
31706,5.492131,3.820645,3.810478,2.602979,1.70399,1
35122,5.036965,5.032894,3.538444,2.45902,1.684753,1
35121,5.037122,5.033048,3.538543,2.45909,1.622384,1
2649602,0.625519,0.539638,0.438498,0.103028,0,1
1324823,1.335086,1.257908,1.17664,1.010526,0.999967,1
917229,1.707116,1.616702,1.525602,1.347815,1.336286,1
693184,2.035618,1.935786,1.835874,1.642904,1.630418,1
56038,3.642548,2.843541,1.882259,1.345238,0.822554,1
61318,3.375374,2.612775,1.706845,1.18581,0.655784,1
36377,3.644134,2.494539,2.262285,1.881689,1.081537,1
57810,3.646717,2.49646,2.183872,1.572335,0.80831,1
69954,3.872029,2.645052,1.73151,0.999528,0,1
191045,3.401012,3.195312,2.146238,1.342819,0.633836,1
803556,1.735147,1.647456,1.580692,1.516492,1.084983,1
608945,2.060279,1.963152,1.889655,1.819413,1.357864,1
613414,2.049043,1.948969,1.874016,1.803174,1.343273,1
564435,2.156628,2.034881,2.016324,1.972206,1.498782,1
89696,3.826688,2.629775,1.958375,1.18071,0.449548,1
83320,4.093968,2.82688,2.126646,1.327544,0.363958,1
24222,2.668931,1.750744,1.016116,0.127377,0,1
137530,3.045765,2.943947,2.384051,1.530309,0.823874,1
727351,1.9191,1.854213,1.760055,1.732344,1.153843,1
545516,2.289949,2.217525,2.112741,2.081979,1.452048,1
539470,2.319593,2.246941,2.141448,2.110537,1.475806,1
502052,2.479636,2.388481,2.289205,2.278859,1.617749,1
25706,7.870027,5.562725,3.926957,2.756904,1.880928,1
25706,7.87003,5.562725,3.926962,2.756954,1.881011,1
2342065,0.76255,0.689758,0.596343,0.182795,0,2
1320425,1.265027,1.18717,1.084632,0.807074,0.77372,2
926065,1.625307,1.524535,1.406826,1.119309,1.083541,2
768860,1.779958,1.656741,1.518361,1.220166,1.184423,2
218163,2.526436,1.892194,1.179941,0.578821,0.366036,2
217432,2.73606,1.888761,1.177442,0.579206,0.3639,2
219468,2.569831,1.846765,1.101779,0.612132,0.361969,2
214758,2.68201,1.830224,1.150888,0.597278,0.374992,2
1689416,1.237403,0.932425,0.706101,0.437258,0,2
951133,1.787006,1.431516,1.189162,0.950866,0.776214,2
677845,2.15657,1.753767,1.489546,1.234655,1.056382,2
572908,2.285801,1.858572,1.575818,1.30471,1.127958,2
185242,2.6021,1.77887,1.254592,0.535722,0.284931,2
163397,2.819279,1.957649,1.431188,0.72398,0.335837,2
154423,2.97082,2.143233,1.373987,0.640745,0.087932,2
144268,3.204241,2.31978,1.49902,0.736949,0.04196,2
2270409,0.737515,0.706922,0.605164,0.259875,0,2
1253502,1.294223,1.237452,1.129895,0.876875,0.811252,2
901518,1.590579,1.517763,1.40228,1.141399,1.073837,2
706671,1.838791,1.751753,1.624473,1.349023,1.2789,2
206733,2.658387,1.741697,1.086732,0.43407,0.267355,2
187712,2.756679,1.81649,1.199544,0.581517,0.291999,2
162860,3.020317,2.186793,1.407119,0.693813,0.091584,2
176842,2.799669,2.106832,1.314031,0.618443,0.252939,2
1232857,1.061315,0.991219,0.876529,0.6222,0,2
673543,1.670977,1.560808,1.421182,1.162958,0.830404,2
504434,1.950412,1.797922,1.638806,1.358063,1.021956,2
378326,2.324964,2.154842,1.978441,1.671057,1.313716,2
109440,3.668493,2.495779,1.723033,0.992175,0.604624,2
134489,3.17479,2.130665,1.491825,0.782792,0.599516,2
134469,3.11762,2.206888,1.324792,0.756866,0.678815,2
140849,2.983237,2.100814,1.309046,0.623635,0.316711,2
2421139,0.908562,0.774971,0.478583,0.23831,0,3
1473174,1.343269,1.153745,0.862904,0.705966,0.643485,3
1163981,1.520642,1.296642,0.979283,0.82557,0.763744,3
1012433,1.609405,1.357396,1.016985,0.86656,0.803411,3
591055,1.799352,1.183567,0.447703,0.30265,0.142588,3
614501,1.724502,1.203176,0.473124,0.327905,0.122471,3
572263,1.849247,1.210743,0.64591,0.34239,0.224324,3
577968,2.020675,1.313566,0.694109,0.327247,0.163143,3
1495951,0.661049,0.537188,0.476991,0.217988,0,3
1885167,0.5739,0.464972,0.352856,0.256323,0.206462,3
1944589,0.4817,0.378395,0.288352,0.211078,0.16904,3
2021111,0.469003,0.37371,0.304799,0.190329,0.155368,3
2184540,0.365582,0.273371,0.184156,0.079434,0.038518,3
2198947,0.312231,0.223462,0.183437,0.076227,0.046138,3
2196122,0.312507,0.200239,0.135818,0.099835,0.066164,3
2206354,0.336475,0.179409,0.140397,0.094437,0.074937,3
281404,2.742088,1.981197,1.209368,0.999885,0,3
1005180,1.183433,1.038831,0.864989,0.821848,0.720046,3
1450670,0.814118,0.740715,0.660497,0.638369,0.595451,3
1555311,0.696106,0.625859,0.556528,0.535788,0.494897,3
2046949,0.370368,0.298756,0.222861,0.193749,0.124541,3
2142258,0.322389,0.190238,0.145668,0.125799,0.083011,3
2090169,0.379397,0.17185,0.107916,0.067133,0.035667,3
2025946,0.399458,0.219852,0.141324,0.110419,0.048497,3
1888946,0.611537,0.472782,0.418661,0.235417,0,1
1241717,1.036996,0.872613,0.799307,0.613067,0.521237,1
827815,1.45362,1.281466,1.207607,1.031387,0.952635,1
620868,1.774991,1.588332,1.509199,1.323487,1.242295,1
151489,3.915895,3.259735,2.894522,2.048862,1.688623,1
2873,7.887854,5.532551,3.847602,2.627202,1.719344,1
21832,6.884158,1.137207,1.005527,0.924926,0.860427,1
27789,5.614561,3.988247,2.766125,1.854266,1.196213,1
1701503,0.527279,0.462991,0.405891,0.243685,0,1
1268548,0.905893,0.801376,0.74014,0.538153,0.341299,1
845703,1.315651,1.209661,1.149647,0.966641,0.821408,1
634503,1.624396,1.510642,1.446852,1.255929,1.109666,1
240348,2.986142,2.635113,2.497019,1.955503,1.445398,1
31456,5.686223,3.958099,3.841922,2.623107,1.714813,1
49297,4.536585,4.021841,2.791146,1.87432,1.199056,1
49074,4.558062,4.041225,2.805594,1.885843,1.085994,1
2291050,0.372013,0.303186,0.165816,0.073399,0.062499,1
1341130,0.907794,0.855045,0.761239,0.668707,0.63355,1
910048,1.270294,1.211725,1.115075,1.025163,0.991171,1
684276,1.564264,1.50073,1.39747,1.302756,1.267286,1
161896,3.136716,2.899831,2.493092,1.628177,1.044806,1
54518,3.095233,2.071284,1.492826,0.997622,0.636731,1
36376,3.592306,3.317114,2.262364,1.44263,1.083355,1
57785,3.625155,2.850013,1.905249,1.133115,0.625716,1
76170,3.307431,2.645114,1.731562,0.999573,0,1
49264,3.861415,3.062668,2.047082,1.263029,0.546142,1
796000,1.628507,1.416549,1.373917,1.328246,1.326976,1
623853,1.871241,1.64596,1.595275,1.544248,1.542233,1
626768,1.869278,1.638442,1.586465,1.534838,1.532432,1
650280,1.801043,1.576261,1.51592,1.460438,1.455441,1
98404,3.173977,2.143388,1.770666,1.009467,0.260954,1
83389,3.657405,2.504392,2.126871,1.327709,0.364186,1
2116013,0.418688,0.393969,0.32304,0.221785,0,1
1058026,1.162115,1.1447,1.099376,1.047998,0.999963,1
705363,1.589228,1.570156,1.520798,1.465381,1.414138,1
529022,1.923764,1.902767,1.848542,1.787865,1.731969,1
25312,7.930477,5.562927,3.869498,2.643324,1.730374,1
25311,7.930793,5.563154,3.869661,2.643443,1.730465,1
30577,6.714098,4.730629,3.303068,2.315883,1.562658,1
4887,7.851927,5.54969,3.9174,2.749593,1.874844,1
304698,0.57344,0.348268,0.081764,0.073833,0,2
357717,0.481967,0.333814,0.205013,0.170156,0.148213,2
360924,0.539373,0.414702,0.252548,0.206878,0.120595,2
362084,0.553191,0.401597,0.255895,0.180111,0.104248,2
379869,0.577291,0.403163,0.257726,0.162111,0.047994,2
367060,0.652535,0.486238,0.289475,0.186404,0.015832,2
367405,0.739303,0.442158,0.293003,0.082671,0.057293,2
362826,0.729628,0.394679,0.238278,0.106237,0.039705,2
359274,0.628775,0.500916,0.342979,0.206026,0,2
265012,0.780437,0.661578,0.52626,0.447077,0.35569,2
274483,0.812732,0.618537,0.483261,0.389084,0.284611,2
278265,0.766505,0.543945,0.420372,0.334693,0.244267,2
230398,0.842982,0.57141,0.444216,0.384962,0.265379,2
236846,0.802439,0.524724,0.396601,0.337999,0.234849,2
218315,0.71215,0.55428,0.362867,0.329107,0.2796,2
186236,0.784246,0.546084,0.412642,0.335037,0.164686,2
161926,0.943944,0.718379,0.610543,0.573905,0,2
217403,0.643171,0.49996,0.446768,0.431496,0.255175,2
221281,0.621255,0.491825,0.394964,0.383752,0.206194,2
230803,0.58627,0.463458,0.387492,0.369567,0.185512,2
222823,0.565573,0.460666,0.379417,0.359602,0.250829,2
214382,0.635084,0.507291,0.386567,0.359638,0.232874,2
225061,0.614604,0.455223,0.398616,0.33731,0.210199,2
227014,0.620053,0.452332,0.342512,0.284542,0.270429,2
174870,0.860841,0.697704,0.582124,0.262504,0.187488,3
160435,0.869573,0.608763,0.442231,0.186996,0.095982,3
207983,0.79277,0.613629,0.503513,0.389135,0.343182,3
245327,0.879019,0.623845,0.513483,0.40945,0.372535,3
282830,0.859611,0.634261,0.448051,0.318201,0.283577,3
324800,0.878557,0.589131,0.372244,0.139481,0.065957,3
316642,0.909045,0.682355,0.444524,0.135166,0.07596,3
302576,0.91766,0.696819,0.464326,0.173888,0.132411,3
37,2.410562,1.542199,1.026671,0,0,3
118865,1.58218,1.520322,1.335478,1.033189,0.999689,3
186386,1.114618,1.021277,0.92722,0.757637,0.730363,3
234816,0.950252,0.861311,0.76232,0.632491,0.616182,3
335136,0.762953,0.640374,0.443787,0.214015,0.189218,3
385894,0.728504,0.57197,0.347913,0.134828,0.111714,3
418102,0.695614,0.458439,0.264525,0.102399,0.080301,3
431128,0.688138,0.445979,0.242112,0.097412,0.057411,3
249431,1.024498,0.969928,0.91994,0.833853,0.187489,3
347616,0.886185,0.724234,0.62107,0.559122,0.336558,3
376555,0.783297,0.65222,0.515415,0.472738,0.289183,3
408483,0.763345,0.588868,0.464618,0.422596,0.276976,3
448529,0.636847,0.448372,0.308379,0.242577,0.064862,3
463306,0.575676,0.401489,0.279169,0.216962,0.063904,3
490300,0.57325,0.417524,0.252873,0.197682,0.030396,3
482599,0.54085,0.435286,0.28745,0.154334,0.029954,3
229650,0.622717,0.448099,0.413536,0.25649,0,1
236326,0.559842,0.395809,0.320114,0.202345,0.028205,1
269334,0.644024,0.504279,0.311464,0.241199,0.174497,1
263832,0.697022,0.550141,0.36674,0.318287,0.15844,1
285264,0.633672,0.523178,0.331984,0.295053,0.142836,1
298832,0.635873,0.513084,0.307307,0.264403,0.109239,1
285925,0.618897,0.47205,0.399256,0.321261,0.156232,1
304814,0.580021,0.336774,0.249508,0.147471,0.069822,1
272940,0.61855,0.481926,0.369884,0.20891,0,1
323567,0.560754,0.476316,0.401916,0.207212,0.156462,1
340872,0.552026,0.438725,0.350089,0.182579,0.140918,1
325898,0.648739,0.534196,0.423469,0.232996,0.150422,1
344111,0.68977,0.53016,0.402893,0.199305,0.111395,1
304870,0.808865,0.613143,0.455325,0.273038,0.200272,1
271244,0.86857,0.614645,0.465473,0.352036,0.193243,1
275386,0.769237,0.502212,0.38045,0.251595,0.219432,1
299581,0.527803,0.379558,0.325886,0.205017,0,1
342209,0.523695,0.392666,0.252951,0.183389,0.124567,1
340822,0.572519,0.450292,0.270093,0.167349,0.102274,1
312385,0.62993,0.4881,0.315643,0.229099,0.184936,1
319766,0.673719,0.49603,0.277449,0.212143,0.17997,1
312267,0.707035,0.507994,0.265531,0.197724,0.16027,1
316109,0.751939,0.407007,0.294778,0.169902,0.14564,1
293374,0.940183,0.573882,0.422076,0.155085,0.146075,1
292951,0.657021,0.463653,0.399115,0.215114,0,2
280044,0.551681,0.388111,0.308926,0.1687,0.046055,2
266349,0.675477,0.41184,0.342355,0.222374,0.082776,2
228628,0.811433,0.556554,0.48733,0.380104,0.297713,2
193716,0.861882,0.560418,0.489129,0.401966,0.318151,2
158108,1.099095,0.697674,0.594159,0.494454,0.308136,2
125756,1.124399,0.809153,0.653265,0.511486,0.148066,2
116078,1.184616,0.990022,0.820158,0.701861,0.20333,2
283092,0.499371,0.440836,0.306348,0.126233,0.124996,2
270599,0.468715,0.336525,0.223483,0.078887,0.066287,2
258523,0.489244,0.332259,0.215456,0.084662,0.056078,2
242926,0.556761,0.422438,0.330793,0.27198,0.100056,2
233818,0.540359,0.374477,0.311665,0.280303,0.095869,2
239625,0.514605,0.385279,0.319657,0.291138,0.125464,2
245266,0.513237,0.391956,0.309578,0.292284,0.163057,2
270697,0.41501,0.309392,0.221124,0.180854,0.060506,2
218063,0.331276,0.17823,0.033519,0.030959,0,2
244816,0.663137,0.367917,0.185443,0.112201,0.109268,2
246674,0.720727,0.366882,0.170692,0.101014,0.089184,2
242467,0.674704,0.347017,0.174663,0.110059,0.084126,2
235959,0.739647,0.406342,0.217653,0.145481,0.12434,2
236741,0.856711,0.549857,0.244919,0.156158,0.128004,2
237812,0.909836,0.744086,0.396097,0.240499,0.149723,2
256084,0.936098,0.721209,0.393899,0.248187,0.154009,2
222701,0.461055,0.384843,0.264481,0.198422,0,3
202729,0.645312,0.573788,0.334667,0.200835,0.098502,3
209733,0.79594,0.598883,0.317452,0.17576,0.090953,3
173601,0.982368,0.788787,0.52251,0.408301,0.372846,3
170274,1.053152,0.852146,0.498886,0.387025,0.366575,3
201164,1.084016,0.906179,0.560049,0.442909,0.431361,3
178032,1.235948,0.97728,0.785337,0.666741,0.61676,3
213703,1.196739,0.862774,0.59531,0.434591,0.336541,3
201566,3.384597,2.286434,1.453929,0.74629,0,3
316639,3.134611,2.774196,1.829906,1.083639,0.363416,3
858445,1.888505,1.593171,1.278791,1.091846,0.899264,3
822679,1.865721,1.519174,1.187433,0.997855,0.816124,3
989203,1.574013,1.292646,0.926496,0.752952,0.578186,3
1018637,1.524714,1.200965,0.84515,0.678692,0.534915,3
756251,1.635046,1.102471,0.614477,0.316159,0.165404,3
777544,1.624779,1.164104,0.595423,0.326076,0.179533,3
3784543,0.551299,0.314526,0.305099,0.196489,0,3
2887102,0.743874,0.498681,0.447054,0.369252,0.310845,3
2518358,0.814632,0.516592,0.467845,0.403484,0.357128,3
2280314,0.854964,0.541181,0.48595,0.426532,0.386473,3
1729927,0.930002,0.460801,0.282109,0.143341,0.099475,3
1688846,0.934141,0.370954,0.22638,0.085911,0.068381,3
1681968,0.954875,0.439312,0.271686,0.120971,0.088491,3
1726766,0.931393,0.404668,0.236643,0.110494,0.041438,3
2285320,0.603461,0.442313,0.395687,0.309881,0,1
1210480,1.237573,1.086757,1.042259,0.98278,0.887945,1
806998,1.672505,1.507139,1.459234,1.395958,1.297148,1
605251,2.015686,1.833555,1.781138,1.712182,1.60523,1
33923,7.932755,5.564555,3.870676,2.644146,1.731166,1
1386,7.82248,5.485913,3.814134,2.602724,1.710464,1
1403,7.788179,5.503967,3.884193,2.724588,1.854854,1
7317,6.507615,4.581651,1.091107,0.941649,0.826644,1
2386698,0.726524,0.603634,0.54173,0.1384,0,1
1268016,1.323925,1.204127,1.143586,0.901996,0.88223,1
845348,1.768934,1.635496,1.568964,1.311629,1.291305,1
634019,2.122585,1.974759,1.901425,1.620824,1.598917,1
68518,4.493056,3.359633,2.26796,1.439544,1.007734,1
31194,7.93144,5.563614,3.869998,2.64366,1.730532,1
50298,5.709401,4.004659,2.778354,1.864207,1.181238,1
50295,5.709752,4.004913,2.778545,1.864342,1.063993,1
2579916,0.572468,0.50743,0.398106,0.341846,0,1
1321068,1.244817,1.186076,1.101621,1.06394,0.952902,1
914759,1.602889,1.535764,1.445319,1.404507,1.287286,1
691333,1.921072,1.847164,1.748441,1.70407,1.57775,1
71582,3.265143,2.197856,1.593346,1.196671,0.465153,1
61295,3.355569,2.264931,1.707337,1.364268,0.656392,1
36327,4.767207,3.319968,2.264534,1.44445,1.082281,1
57736,4.072542,2.811112,1.883561,1.113509,0.615996,1
2392563,0.637628,0.558872,0.495647,0.082172,0,1
1196301,1.346494,1.274594,1.221167,1.006697,0.999967,1
805907,1.771304,1.690588,1.631233,1.399419,1.392197,1
633016,2.03965,1.937847,1.866265,1.616354,1.606219,1
66243,4.47646,3.085339,2.063892,1.276643,0.823226,1
66235,4.477027,3.08575,2.064199,1.276886,0.823469,1
67288,4.440151,3.080953,2.08271,1.289591,0.863413,1
69028,3.517473,2.657097,2.104495,0.976613,0.831226,1
2031218,0.89314,0.829404,0.702291,0.595751,0,1
1078949,1.496924,1.430459,1.293691,1.189453,0.882589,1
719302,1.964977,1.889256,1.735057,1.619312,1.291676,1
539482,2.341235,2.256603,2.084975,1.956901,1.599321,1
56996,4.637581,3.897383,2.663603,1.745934,1.012077,1
25328,7.934231,5.565605,3.871428,2.644609,1.731173,1
25732,7.870397,5.562992,3.92715,2.757055,1.881238,1
25729,7.871327,5.563658,3.927641,2.757469,1.881534,1
2341814,0.695344,0.492423,0.235875,0.055844,0,2
1320252,1.228621,1.021014,0.8394,0.777033,0.773763,2
925950,1.586997,1.351628,1.157425,1.090105,1.083569,2
769280,1.738901,1.483679,1.267689,1.189922,1.183311,2
218163,2.678703,1.858175,1.184578,0.584401,0.370436,2
183451,2.693836,2.0341,1.348644,0.713711,0.367914,2
219492,2.508674,1.741812,1.00043,0.612114,0.362043,2
183397,2.836212,2.019719,1.241358,0.69948,0.415659,2
1703488,1.128421,1.029212,0.800327,0.39766,0,2
958075,1.67056,1.534197,1.281603,0.92484,0.778032,2
682536,2.025505,1.864876,1.587641,1.209071,1.05882,2
576524,2.165798,1.969831,1.669563,1.279889,1.131334,2
185387,2.778156,1.887786,1.190395,0.524999,0.284829,2
168808,2.82119,2.012603,1.299354,0.719024,0.30829,2
151134,2.870574,2.108849,1.335783,0.605367,0.054566,2
144316,2.922436,2.16236,1.417246,0.664092,0.041454,2
2352322,0.81843,0.635529,0.556854,0.073202,0,2
1235707,1.436274,1.249952,1.17604,0.908994,0.903624,2
919413,1.703005,1.480414,1.386636,1.110125,1.104543,2
731077,1.924796,1.680802,1.58183,1.290599,1.283071,2
177332,2.811939,1.858367,1.221578,0.616061,0.368773,2
187687,2.860551,1.89509,1.324361,0.704293,0.310312,2
179170,2.798327,1.997805,1.380907,0.733042,0.153488,2
176853,2.942422,1.968392,1.481243,0.732027,0.253166,2
1219630,1.182516,1.065534,1.062959,0.891251,0,2
666862,1.801453,1.639622,1.618846,1.42485,0.828908,2
499947,2.104083,1.889646,1.841882,1.625787,1.018779,2
374961,2.497236,2.25706,2.203787,1.964067,1.310421,2
109429,3.678867,2.633286,1.72257,0.991774,0.604783,2
134492,3.224734,2.334368,1.491554,0.782537,0.599379,2
134496,3.181708,2.149205,1.347481,0.757109,0.678643,2
140829,3.045115,2.046209,1.400495,0.624526,0.316711,2
2353508,0.698681,0.548253,0.500799,0.146264,0,3
1439546,1.122024,0.954763,0.870825,0.661413,0.634896,3
1141625,1.294892,1.08047,0.974288,0.780057,0.750658,3
1015923,1.362394,1.114513,0.976717,0.79035,0.761312,3
592531,1.628369,1.011942,0.36232,0.246269,0.097511,3
616044,1.660202,1.015831,0.406701,0.2905,0.069784,3
566139,1.799598,1.226439,0.59114,0.291893,0.058327,3
537650,1.995554,1.375553,0.676597,0.26844,0.102603,3
